Instance,Runtime,Optimal_Value,Dual_Bound,Primal_Bound
40,0.0,0.5523164510120284,"[0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541]","[0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541]"
41,0.0,0.567742671000834,"[0.6005934752409188, 0.6005934752409188, 0.6005934752409188, 0.5858678378893508, 0.5858678378893508, 0.5858678378893508, 0.5858678378893508, 0.5858678378893508, 0.5858678378893508, 0.5858678378893508, 0.5858678378893508, 0.5858678378893508, 0.5858678378893508, 0.5858678378893508, 0.5858678378893508, 0.5858678378893508, 0.5858678378893508]","[-inf, 0.0, 0.0, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509]"
42,0.0,0.2503076626888648,"[0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505]","[0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505]"
43,0.0,0.5815688045807996,"[0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173]","[0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173, 0.5815699122170173]"
44,0.0,0.41224155767523296,"[0.43255002461444303, 0.43255002461444303, 0.43255002461444303, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104]","[-inf, 0.0, 0.0, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104, 0.43204487703987104]"
45,0.0,0.49739585207778014,"[0.4981940680750466, 0.4981940680750466, 0.4981940680750466, 0.4981940680750466, 0.4981940680750466, 0.49819406807504657, 0.4981940680750465, 0.4981940680750465, 0.4981940680750465, 0.4981940680750465, 0.4981940680750465, 0.4981940680750465, 0.4981940680750465, 0.4981940680750465, 0.4981940680750465, 0.4981940680750465, 0.4981940680750465]","[0.49819406807504657, 0.49819406807504657, 0.49819406807504657, 0.49819406807504657, 0.49819406807504657, 0.49819406807504657, 0.49819406807504657, 0.49819406807504657, 0.49819406807504657, 0.49819406807504657, 0.49819406807504657, 0.49819406807504657, 0.49819406807504657, 0.49819406807504657, 0.49819406807504657, 0.49819406807504657, 0.49819406807504657]"
46,0.0,0.5939351364706456,"[0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605]","[0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605, 0.5939364297896605]"
47,0.0,0.4536884422566426,"[0.4536894371518065, 0.4536894371518065, 0.4536894371518065, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643]","[0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643, 0.45368943715180643]"
48,0.0,0.570172104043021,"[0.5752364068907793, 0.5752364068907793, 0.5701853937774584, 0.5701853937774584, 0.5701853937774584, 0.5701853937774584, 0.5701853937774584, 0.5701853937774584, 0.5701853937774584, 0.5701853937774584, 0.5701853937774584, 0.5701853937774584, 0.5701853937774584, 0.5701853937774584, 0.5701853937774584, 0.5701853937774584, 0.5701853937774584]","[-inf, 0.0, 0.5701853937774585, 0.5701853937774585, 0.5701853937774585, 0.5701853937774585, 0.5701853937774585, 0.5701853937774585, 0.5701853937774585, 0.5701853937774585, 0.5701853937774585, 0.5701853937774585, 0.5701853937774585, 0.5701853937774585, 0.5701853937774585, 0.5701853937774585, 0.5701853937774585]"
49,0.0,0.4096383841449342,"[0.46648990417197467, 0.46648990417197467, 0.46648990417197467, 0.46648990417197467, 0.46648990417197467, 0.46648990417197467, 0.46648990417197467, 0.46648990417197467, 0.46648990417197467, 0.46648990417197467, 0.46648990417197467, 0.46648990417197467, 0.46648990417197467, 0.46648990417197467, 0.46648990417197467, 0.46648948492921655, 0.46648948492921655]","[0.4664899041719746, 0.4664899041719746, 0.4664899041719746, 0.4664899041719746, 0.4664899041719746, 0.4664899041719746, 0.4664899041719746, 0.4664899041719746, 0.4664899041719746, 0.4664899041719746, 0.4664899041719746, 0.4664899041719746, 0.4664899041719746, 0.4664899041719746, 0.4664899041719746, 0.4664899041719746, 0.4664899041719746]"
50,0.0010001659393310547,0.5678492826855326,"[0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547]","[0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547, 0.5678500088457547]"
51,0.0,0.30848939820066673,"[0.49443161999924573, 0.49443161999924573, 0.49443161999924573, 0.49443161999924573, 0.49443161999924573, 0.49443161999924573, 0.49443161999924573, 0.4944316199992457, 0.4944316199992457, 0.4944316199992457, 0.4944316199992457, 0.4944316199992457, 0.4944316199992457, 0.4944316199992457, 0.4944316199992457, 0.4944316199992457, 0.4944316199992457]","[0.49443161999924573, 0.49443161999924573, 0.49443161999924573, 0.49443161999924573, 0.49443161999924573, 0.49443161999924573, 0.49443161999924573, 0.49443161999924573, 0.49443161999924573, 0.49443161999924573, 0.49443161999924573, 0.49443161999924573, 0.49443161999924573, 0.49443161999924573, 0.49443161999924573, 0.49443161999924573, 0.49443161999924573]"
52,0.0,0.43332892048764704,"[0.4679976603551277, 0.4679976603551277, 0.4679976603551277, 0.4672630702824594, 0.4672630702824594, 0.4672630702824594, 0.4672630702824594, 0.4672630702824594, 0.4672630702824594, 0.4672630702824594, 0.4672630702824594, 0.4672630702824594, 0.4672630702824594, 0.4672630702824594, 0.4672630702824594, 0.4672630702824594, 0.4672630702824594]","[-inf, 0.0, 0.0, 0.46726307028245945, 0.46726307028245945, 0.46726307028245945, 0.46726307028245945, 0.46726307028245945, 0.46726307028245945, 0.46726307028245945, 0.46726307028245945, 0.46726307028245945, 0.46726307028245945, 0.46726307028245945, 0.46726307028245945, 0.46726307028245945, 0.46726307028245945]"
53,0.0,0.5396594786844425,"[0.5400719484934353, 0.5400719484934353, 0.5400719484934353, 0.5400719484934353, 0.5400719484934353, 0.5400719484934353, 0.5400719484934353, 0.5400719484934353, 0.5400719484934353, 0.5400719484934353, 0.5400719484934352, 0.5400719484934352, 0.5400719484934352, 0.5400719484934352, 0.5400719484934352, 0.5400719484934352, 0.5400719484934352]","[0.5400719484934353, 0.5400719484934353, 0.5400719484934353, 0.5400719484934353, 0.5400719484934353, 0.5400719484934353, 0.5400719484934353, 0.5400719484934353, 0.5400719484934353, 0.5400719484934353, 0.5400719484934353, 0.5400719484934353, 0.5400719484934353, 0.5400719484934353, 0.5400719484934353, 0.5400719484934353, 0.5400719484934353]"
54,0.0,0.43016367623571616,"[0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193]","[0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193, 0.5811325934342193]"
55,0.0,0.5508829661535415,"[0.5655468845264771, 0.5655468845264771, 0.5655468845264771, 0.5523024855453283, 0.5523024855453283, 0.5510048679979019, 0.5510048679979019, 0.5510048679979019, 0.5510048679979019, 0.5510048679979019, 0.5510048679979019, 0.5510048679979019, 0.5510048679979019, 0.5510048679979019, 0.5510048679979019, 0.5510048679979019, 0.5510048679979019]","[-inf, 0.0, 0.0, 0.0, 0.0, 0.5510048679979019, 0.5510048679979019, 0.5510048679979019, 0.5510048679979019, 0.5510048679979019, 0.5510048679979019, 0.5510048679979019, 0.5510048679979019, 0.5510048679979019, 0.5510048679979019, 0.5510048679979019, 0.5510048679979019]"
56,0.0,0.5353105640565584,"[0.6202241300685307, 0.6202241300685307, 0.611687679359684, 0.611687679359684, 0.611687679359684, 0.611687679359684, 0.611687679359684, 0.611687679359684, 0.611687679359684, 0.611687679359684, 0.611687679359684, 0.611687679359684, 0.611687679359684, 0.611687679359684, 0.611687679359684, 0.611687679359684, 0.611687679359684]","[-inf, 0.0, 0.6116876793596842, 0.6116876793596842, 0.6116876793596842, 0.6116876793596842, 0.6116876793596842, 0.6116876793596842, 0.6116876793596842, 0.6116876793596842, 0.6116876793596842, 0.6116876793596842, 0.6116876793596842, 0.6116876793596842, 0.6116876793596842, 0.6116876793596842, 0.6116876793596842]"
57,0.0,0.5353267584983057,"[0.5540797364462013, 0.5540797364462013, 0.537605361965174, 0.5353695634733239, 0.5353695634733239, 0.5353695634733239, 0.5353695634733239, 0.5353695634733239, 0.5353695634733239, 0.5353695634733239, 0.5353695634733239, 0.5353695634733239, 0.5353695634733239, 0.5353695634733238, 0.5353695634733238, 0.5353695634733238, 0.5353695634733238]","[-inf, 0.0, 0.0, 0.5353695634733239, 0.5353695634733239, 0.5353695634733239, 0.5353695634733239, 0.5353695634733239, 0.5353695634733239, 0.5353695634733239, 0.5353695634733239, 0.5353695634733239, 0.5353695634733239, 0.5353695634733239, 0.5353695634733239, 0.5353695634733239, 0.5353695634733239]"
58,0.0,0.48016745921928533,"[0.4801855375273375, 0.4801855375273375, 0.4801855375273375, 0.4801855375273375, 0.4801855375273375, 0.4801855375273375, 0.4801855375273375, 0.4801855375273375, 0.4801855375273375, 0.4801855375273375, 0.4801855375273375, 0.48018553752733745, 0.48018553752733745, 0.48018535027081594, 0.48018535027081594, 0.48018535027081594, 0.48018535027081594]","[0.48018553752733745, 0.48018553752733745, 0.48018553752733745, 0.48018553752733745, 0.48018553752733745, 0.48018553752733745, 0.48018553752733745, 0.48018553752733745, 0.48018553752733745, 0.48018553752733745, 0.48018553752733745, 0.48018553752733745, 0.48018553752733745, 0.48018553752733745, 0.48018553752733745, 0.48018553752733745, 0.48018553752733745]"
59,0.0,0.5388325016831548,"[0.575153530639764, 0.575153530639764, 0.5581511671719435, 0.5530266113917622, 0.5530266113917622, 0.5530266113917622, 0.5530266113917622, 0.5530266113917622, 0.5530266113917622, 0.5530266113917622, 0.5530266113917622, 0.5530266113917622, 0.5530266113917622, 0.5530266113917622, 0.5530266113917622, 0.5530266113917622, 0.5530266113917622]","[-inf, 0.0, 0.0, 0.5530266113917623, 0.5530266113917623, 0.5530266113917623, 0.5530266113917623, 0.5530266113917623, 0.5530266113917623, 0.5530266113917623, 0.5530266113917623, 0.5530266113917623, 0.5530266113917623, 0.5530266113917623, 0.5530266113917623, 0.5530266113917623, 0.5530266113917623]"
60,0.0,0.3597228962122131,"[0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915]","[0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915]"
61,0.0,0.4179462955419152,"[0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307]","[0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307, 0.4179471777020307]"
62,0.0,0.5741820103016748,"[0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602]","[0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602, 0.574182844030602]"
63,0.0,0.5540498227315528,"[0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987]","[0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987, 0.5540511652208987]"
64,0.0,0.5976432328826309,"[0.5976637535928131, 0.5976637535928131, 0.5976637535928131, 0.5976637535928131, 0.5976637535928131, 0.5976637535928131, 0.5976637535928131, 0.5976637535928131, 0.5976637535928131, 0.597663753592813, 0.597663753592813, 0.597663753592813, 0.597663753592813, 0.597663753592813, 0.597663753592813, 0.597663753592813, 0.597663753592813]","[0.5976637535928131, 0.5976637535928131, 0.5976637535928131, 0.5976637535928131, 0.5976637535928131, 0.5976637535928131, 0.5976637535928131, 0.5976637535928131, 0.5976637535928131, 0.5976637535928131, 0.5976637535928131, 0.5976637535928131, 0.5976637535928131, 0.5976637535928131, 0.5976637535928131, 0.5976637535928131, 0.5976637535928131]"
65,0.0,0.34662163908014376,"[0.457893368253328, 0.457893368253328, 0.457893368253328, 0.457893368253328, 0.457893368253328, 0.457893368253328, 0.457893368253328, 0.457893368253328, 0.457893368253328, 0.457893368253328, 0.457893368253328, 0.457893368253328, 0.457893368253328, 0.457893368253328, 0.457893368253328, 0.457893368253328, 0.457893368253328]","[0.45789336825332805, 0.45789336825332805, 0.45789336825332805, 0.45789336825332805, 0.45789336825332805, 0.45789336825332805, 0.45789336825332805, 0.45789336825332805, 0.45789336825332805, 0.45789336825332805, 0.45789336825332805, 0.45789336825332805, 0.45789336825332805, 0.45789336825332805, 0.45789336825332805, 0.45789336825332805, 0.45789336825332805]"
66,0.0,0.5867718314176841,"[0.5867729850267434, 0.5867729850267434, 0.5867729850267434, 0.5867729850267434, 0.5867729850267434, 0.5867729850267434, 0.5867729850267434, 0.5867729850267434, 0.5867729850267434, 0.5867729850267434, 0.5867729850267434, 0.5867729850267434, 0.5867729850267434, 0.5867729850267434, 0.5867729850267434, 0.5867729850267434, 0.5867729850267434]","[0.5867729850267435, 0.5867729850267435, 0.5867729850267435, 0.5867729850267435, 0.5867729850267435, 0.5867729850267435, 0.5867729850267435, 0.5867729850267435, 0.5867729850267435, 0.5867729850267435, 0.5867729850267435, 0.5867729850267435, 0.5867729850267435, 0.5867729850267435, 0.5867729850267435, 0.5867729850267435, 0.5867729850267435]"
67,0.0,0.5788807888391989,"[0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545]","[0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545, 0.5788818527745545]"
68,0.0,0.3899529653227438,"[0.406059499561615, 0.406059499561615, 0.406059499561615, 0.4059153834647778, 0.4059153834647778, 0.4059153834647778, 0.4059153834647778, 0.4059153834647778, 0.4059153834647778, 0.4059153834647778, 0.4059153834647778, 0.40591538346477773, 0.40591538346477773, 0.40591538346477773, 0.40591538346477773, 0.40591538346477773, 0.40591538346477773]","[-inf, 0.0, 0.0, 0.4059153834647778, 0.4059153834647778, 0.4059153834647778, 0.4059153834647778, 0.4059153834647778, 0.4059153834647778, 0.4059153834647778, 0.4059153834647778, 0.4059153834647778, 0.4059153834647778, 0.4059153834647778, 0.4059153834647778, 0.4059153834647778, 0.4059153834647778]"
69,0.0,0.5337411482938399,"[0.5784712970971391, 0.5784712970971391, 0.578471297097139, 0.578471297097139, 0.578471297097139, 0.578471297097139, 0.578471297097139, 0.578471297097139, 0.578471297097139, 0.578471297097139, 0.578471297097139, 0.578471297097139, 0.578471297097139, 0.578471297097139, 0.578471297097139, 0.578471297097139, 0.578471297097139]","[0.5784712970971391, 0.5784712970971391, 0.5784712970971391, 0.5784712970971391, 0.5784712970971391, 0.5784712970971391, 0.5784712970971391, 0.5784712970971391, 0.5784712970971391, 0.5784712970971391, 0.5784712970971391, 0.5784712970971391, 0.5784712970971391, 0.5784712970971391, 0.5784712970971391, 0.5784712970971391, 0.5784712970971391]"
70,0.0,0.5757594092744617,"[0.6318225462310507, 0.6318225462310507, 0.6277888432299321, 0.6277888432299321, 0.6277888432299321, 0.6277888432299321, 0.6277888432299321, 0.6277888432299321, 0.6277888432299321, 0.6277888432299321, 0.6277888432299321, 0.6277888432299321, 0.6277888432299321, 0.6277888432299321, 0.6277888432299321, 0.6277888432299321, 0.6277888432299321]","[-inf, 0.0, 0.6277888432299322, 0.6277888432299322, 0.6277888432299322, 0.6277888432299322, 0.6277888432299322, 0.6277888432299322, 0.6277888432299322, 0.6277888432299322, 0.6277888432299322, 0.6277888432299322, 0.6277888432299322, 0.6277888432299322, 0.6277888432299322, 0.6277888432299322, 0.6277888432299322]"
71,0.0,0.5131136963315339,"[0.5655795576395607, 0.5655795576395607, 0.5655795576395607, 0.5545294817735433, 0.5545294817735433, 0.5545294817735433, 0.5545294817735433, 0.5545294817735433, 0.5545294817735433, 0.5545294817735433, 0.5545294817735433, 0.5545294817735433, 0.5545294817735433, 0.5545294817735433, 0.5545294817735433, 0.5545294817735433, 0.5545294817735433]","[-inf, 0.0, 0.0, 0.5545294817735434, 0.5545294817735434, 0.5545294817735434, 0.5545294817735434, 0.5545294817735434, 0.5545294817735434, 0.5545294817735434, 0.5545294817735434, 0.5545294817735434, 0.5545294817735434, 0.5545294817735434, 0.5545294817735434, 0.5545294817735434, 0.5545294817735434]"
72,0.016000032424926758,0.5851748326469407,"[0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821]","[0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821, 0.5988884854717821]"
73,0.0,0.203606426072757,"[0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915]","[0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915, 0.29130576254052915]"
74,0.0,0.49420660880163103,"[0.49519999460101255, 0.49519999460101255, 0.49519999460101255, 0.49519999460101255, 0.4942079282166716, 0.4942079282166716, 0.4942079282166716, 0.49420792821667153, 0.49420792821667153, 0.49420792821667153, 0.49420792821667153, 0.49420792821667153, 0.49420792821667153, 0.4942079282166715, 0.4942079282166715, 0.4942079282166715, 0.4942079282166715]","[-inf, 0.0, 0.0, 0.0, 0.49420792821667153, 0.49420792821667153, 0.49420792821667153, 0.49420792821667153, 0.49420792821667153, 0.49420792821667153, 0.49420792821667153, 0.49420792821667153, 0.49420792821667153, 0.49420792821667153, 0.49420792821667153, 0.49420792821667153, 0.49420792821667153]"
75,0.0,0.44255670332745634,"[0.4500162019282967, 0.4500162019282967, 0.4500162019282967, 0.44377820995292183, 0.44377820995292183, 0.44255737013951224, 0.44255737013951224, 0.44255737013951224, 0.4425573701395122, 0.4425573701395122, 0.4425573701395122, 0.4425573701395122, 0.4425573701395122, 0.4425573701395122, 0.4425573701395122, 0.4425573701395122, 0.4425573701395122]","[-inf, 0.0, 0.0, 0.0, 0.0, 0.4425573701395122, 0.4425573701395122, 0.4425573701395122, 0.4425573701395122, 0.4425573701395122, 0.4425573701395122, 0.4425573701395122, 0.4425573701395122, 0.4425573701395122, 0.4425573701395122, 0.4425573701395122, 0.4425573701395122]"
76,0.0,0.6640973319269445,"[0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245]","[0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245, 0.6640981787402245]"
77,0.0,0.49608716662220464,"[0.5066376716676366, 0.5066376716676366, 0.5066376716676366, 0.4960933134934778, 0.4960933134934778, 0.4960933134934778, 0.49609331349347774, 0.49609331349347774, 0.49609331349347774, 0.49609331349347774, 0.49609331349347774, 0.49609331349347774, 0.49609331349347774, 0.49609331349347774, 0.49609331349347774, 0.49609331349347774, 0.49609331349347774]","[-inf, 0.0, 0.0, 0.49609331349347774, 0.49609331349347774, 0.49609331349347774, 0.49609331349347774, 0.49609331349347774, 0.49609331349347774, 0.49609331349347774, 0.49609331349347774, 0.49609331349347774, 0.49609331349347774, 0.49609331349347774, 0.49609331349347774, 0.49609331349347774, 0.49609331349347774]"
78,0.0,0.5782732392651784,"[0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638]","[0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638, 0.5782745179129638]"
