Instance,Runtime,Optimal_Value,Dual_Bound,Primal_Bound
45,0.0,3.249952275011896e-07,"[0.6831927582328707, 0.6651578284845665, 0.6594656050723826, 0.6577106675714872, 0.6568331988210395, 0.6563944644458157, 0.6561750972582037, 0.6560654136643979, 0.6560105718674949, 0.6559831509690434, 0.6559694405198176, 0.6559625852952047, 0.6559591576828983, 0.655957443876745, 0.6559565869736684]","[0.6471228987362624, 0.6471228987362624, 0.6559557300705918, 0.6559557300705918, 0.6559557300705918, 0.6559557300705918, 0.6559557300705918, 0.6559557300705918, 0.6559557300705918, 0.6559557300705918, 0.6559557300705918, 0.6559557300705918, 0.6559557300705918, 0.6559557300705918, 0.6559557300705918]"
46,0.0,3.3860376907189233e-07,"[0.720900806391795, 0.6942198307778946, 0.6817656229724737, 0.6780942100000702, 0.6762585035138686, 0.6753406502707676, 0.6748817236492173, 0.6746522603384421, 0.6745375286830544, 0.6744801628553607, 0.6744514799415138, 0.6744371384845904, 0.6744299677561286, 0.6744263823918978, 0.6744245897097824]","[0.6675388551639945, 0.6675388551639945, 0.6744227970276669, 0.6744227970276669, 0.6744227970276669, 0.6744227970276669, 0.6744227970276669, 0.6744227970276669, 0.6744227970276669, 0.6744227970276669, 0.6744227970276669, 0.6744227970276669, 0.6744227970276669, 0.6744227970276669, 0.6744227970276669]"
47,0.0,0.013388206237895845,"[0.5860996711028866, 0.5622946371415294, 0.5573664040953167, 0.55645877348104, 0.55645877348104, 0.55645877348104, 0.55645877348104, 0.55645877348104, 0.55645877348104, 0.55645877348104, 0.55645877348104, 0.55645877348104, 0.55645877348104, 0.55645877348104]","[0.45368943715180643, 0.5487582448429872, 0.5545076174394964, 0.55645877348104, 0.55645877348104, 0.55645877348104, 0.55645877348104, 0.55645877348104, 0.55645877348104, 0.55645877348104, 0.55645877348104, 0.55645877348104, 0.55645877348104, 0.55645877348104]"
48,0.0,3.010350786344898e-07,"[0.6807407532973272, 0.6702744927717903, 0.6650413625090218, 0.6624247973776376, 0.6611165148119456, 0.6604623735290995, 0.6601353028876764, 0.6599717675669649, 0.6598899999066091, 0.6598491160764313, 0.6598286741613423, 0.6598184532037978, 0.6598133427250256, 0.6598107874856396]","[0.6598082322462533, 0.6598082322462533, 0.6598082322462534, 0.6598082322462534, 0.6598082322462534, 0.6598082322462534, 0.6598082322462534, 0.6598082322462534, 0.6598082322462534, 0.6598082322462534, 0.6598082322462534, 0.6598082322462534, 0.6598082322462534, 0.6598082322462534]"
49,0.016000032424926758,3.125683343579752e-07,"[0.6076455962709331, 0.5651732900112136, 0.5469705702528902, 0.5378692103737284, 0.5333185304341475, 0.5310431904643571, 0.5299055204794618, 0.5293366854870142, 0.5290522679907904, 0.5289100592426784, 0.5288389548686225, 0.5288034026815945, 0.5287856265880806, 0.5287767385413236, 0.528772294517945]","[0.4664899041719746, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665, 0.5287678504945665]"
50,0.0,3.308737678333787e-07,"[0.7038660698059447, 0.6902368095002736, 0.683422179347438, 0.6800148642710203, 0.6783112067328114, 0.677459377963707, 0.6770334635791548, 0.6768205063868786, 0.6767140277907406, 0.6766607884926716, 0.676634168843637, 0.6766208590191198, 0.6766142041068612, 0.6766108766507319, 0.6766092129226673]","[0.6766075491946024, 0.6766075491946024, 0.6766075491946024, 0.6766075491946026, 0.6766075491946026, 0.6766075491946026, 0.6766075491946026, 0.6766075491946026, 0.6766075491946026, 0.6766075491946026, 0.6766075491946026, 0.6766075491946026, 0.6766075491946026, 0.6766075491946026, 0.6766075491946026]"
51,0.0,2.84900031700874e-07,"[0.6166690367105632, 0.5892878609585145, 0.5755972730824901, 0.5719741858042556, 0.5703104001340837, 0.5694785072989977, 0.5690625608814548, 0.5688545876726833, 0.5687506010682974, 0.5686986077661047, 0.5686726111150082, 0.56865961278946, 0.5686531136266859, 0.5686498640452988]","[0.5619066852064657, 0.5619066852064657, 0.5619066852064657, 0.5686466144639117, 0.5686466144639117, 0.5686466144639117, 0.5686466144639117, 0.5686466144639117, 0.5686466144639117, 0.5686466144639117, 0.5686466144639117, 0.5686466144639117, 0.5686466144639117, 0.5686466144639117]"
52,0.0,2.965754058263268e-07,"[0.6294655430363875, 0.5991903150336513, 0.5840527010322831, 0.5802720448613461, 0.5783984711590238, 0.5779069654055792, 0.5777453264945345, 0.5776645070390121, 0.5776240973112509, 0.5776038924473702, 0.5775937900154299, 0.5775887387994598, 0.5775862131914747, 0.5775849503874821]","[0.568915087030915, 0.568915087030915, 0.568915087030915, 0.5765248974567015, 0.5765248974567015, 0.5775836875834897, 0.5775836875834897, 0.5775836875834897, 0.5775836875834897, 0.5775836875834897, 0.5775836875834897, 0.5775836875834897, 0.5775836875834897, 0.5775836875834897]"
53,0.0,3.255670159527102e-07,"[0.6695353138724309, 0.6409148702896842, 0.626604648498311, 0.6220982860282931, 0.6203330855898546, 0.6194504853706353, 0.6190091852610258, 0.618788535206221, 0.6186782101788186, 0.6186230476651173, 0.6185954664082668, 0.6185816757798415, 0.6185747804656287, 0.6185713328085225, 0.6185696089799693]","[0.6122944267069377, 0.6122944267069377, 0.6122944267069377, 0.6185678851514161, 0.6185678851514161, 0.6185678851514161, 0.6185678851514161, 0.6185678851514161, 0.6185678851514161, 0.6185678851514161, 0.6185678851514161, 0.6185678851514161, 0.6185678851514161, 0.6185678851514161, 0.6185678851514161]"
54,0.0,3.5011546462541517e-07,"[0.715802229495591, 0.6837660690387686, 0.6766874413867384, 0.6751749503139429, 0.6744187047775451, 0.6740405820093462, 0.6738515206252467, 0.673756989933197, 0.6737097245871722, 0.6736860919141596, 0.6736742755776535, 0.6736683674094004, 0.6736654133252737, 0.6736639362832105, 0.673663197762179]","[0.5811325934342193, 0.654905515360739, 0.6736624592411473, 0.6736624592411473, 0.6736624592411473, 0.6736624592411473, 0.6736624592411473, 0.6736624592411473, 0.6736624592411473, 0.6736624592411473, 0.6736624592411473, 0.6736624592411473, 0.6736624592411473, 0.6736624592411473, 0.6736624592411473]"
55,0.0,3.5738696324638684e-07,"[0.7350751914851803, 0.7032886339304236, 0.6902009832148808, 0.6861668625252524, 0.6841498021804381, 0.683141272008031, 0.6826370069218275, 0.6823848743787257, 0.6822588081071748, 0.6821957749713994, 0.6821642584035117, 0.6821485001195677, 0.682140620977596, 0.68213668140661, 0.6821347116211169]","[0.6715020763756667, 0.6715020763756667, 0.682132741835624, 0.682132741835624, 0.682132741835624, 0.682132741835624, 0.682132741835624, 0.682132741835624, 0.682132741835624, 0.682132741835624, 0.682132741835624, 0.682132741835624, 0.682132741835624, 0.682132741835624, 0.682132741835624]"
56,0.0,3.354162907133774e-07,"[0.7480541408893469, 0.7240860138604438, 0.7121019503459923, 0.7061099185887665, 0.7031139027101536, 0.7016158947708473, 0.7008668908011941, 0.7004923888163674, 0.7003051378239541, 0.7002115123277475, 0.7001646995796442, 0.7001412932055926, 0.7001295900185667, 0.7001237384250538, 0.7001208126282973]","[0.7001178868315407, 0.7001178868315407, 0.7001178868315409, 0.7001178868315409, 0.7001178868315409, 0.7001178868315409, 0.7001178868315409, 0.7001178868315409, 0.7001178868315409, 0.7001178868315409, 0.7001178868315409, 0.7001178868315409, 0.7001178868315409, 0.7001178868315409, 0.7001178868315409]"
57,0.0,2.958523788098966e-07,"[0.662859176316541, 0.6519107036615301, 0.6464364673340246, 0.6436993491702718, 0.6423307900883956, 0.6416465105474574, 0.6413043707769882, 0.6411333008917537, 0.6410477659491365, 0.6410049984778278, 0.6409836147421735, 0.6409729228743463, 0.6409675769404326, 0.6409649039734759]","[0.6409622310065192, 0.6409622310065192, 0.6409622310065192, 0.6409622310065192, 0.6409622310065192, 0.6409622310065192, 0.6409622310065192, 0.6409622310065192, 0.6409622310065192, 0.6409622310065192, 0.6409622310065192, 0.6409622310065192, 0.6409622310065192, 0.6409622310065192]"
58,0.0,3.4909368840207044e-07,"[0.6752528156933288, 0.649829424322703, 0.6392119402435934, 0.6339031982040386, 0.6312488271842611, 0.6299216416743725, 0.6292580489194282, 0.628926252541956, 0.6287603543532199, 0.6286774052588517, 0.6286359307116678, 0.6286151934380757, 0.6286048248012799, 0.6285996404828817, 0.6285970483236827]","[0.5868761445687096, 0.6285944561644837, 0.6285944561644837, 0.6285944561644837, 0.6285944561644837, 0.6285944561644837, 0.6285944561644837, 0.6285944561644837, 0.6285944561644837, 0.6285944561644837, 0.6285944561644837, 0.6285944561644837, 0.6285944561644837, 0.6285944561644837, 0.6285944561644837]"
59,0.0,2.9919867383420525e-07,"[0.7007721169839592, 0.6966590436955221, 0.6946025070513036, 0.6935742387291944, 0.6930601045681397, 0.6928030374876124, 0.6926745039473488, 0.6926102371772169, 0.692578103792151, 0.692562037099618, 0.6925540037533515, 0.6925499870802184, 0.6925479787436518, 0.6925469745753684]","[0.6925459704070851, 0.6925459704070851, 0.6925459704070851, 0.6925459704070851, 0.6925459704070851, 0.6925459704070851, 0.6925459704070851, 0.6925459704070851, 0.6925459704070851, 0.6925459704070851, 0.6925459704070851, 0.6925459704070851, 0.6925459704070851, 0.6925459704070851]"
60,0.0,3.747450187188309e-07,"[0.8180726582133118, 0.7633063503276516, 0.7359231963848216, 0.7222316194134066, 0.715385830927699, 0.7119629366848454, 0.7102514895634185, 0.7093957660027052, 0.7089679042223483, 0.70875397333217, 0.7086470078870809, 0.7085935251645362, 0.708566783803264, 0.7085534131226279, 0.7085467277823098]","[0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419915, 0.7085400424419916, 0.7085400424419916, 0.7085400424419916, 0.7085400424419916, 0.7085400424419916, 0.7085400424419916, 0.7085400424419916, 0.7085400424419916, 0.7085400424419916, 0.7085400424419916]"
61,0.0,2.8111616485540267e-07,"[0.5455399703006371, 0.48936575515907366, 0.4777581812372774, 0.4719543942763793, 0.4690525007959303, 0.4676015540557057, 0.4668760806855934, 0.46651334400053723, 0.46633197565800927, 0.4662412914867452, 0.46619594940111314, 0.46617327835829714, 0.46616194283688916, 0.4661562750761852]","[0.4179471777020307, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812, 0.4661506073154812]"
62,0.0,3.531490868787656e-07,"[0.7148133633413498, 0.6659415342120885, 0.6581038886703682, 0.6541850658995081, 0.6522256545140781, 0.651245948821363, 0.6507560959750055, 0.6505111695518268, 0.6503887063402374, 0.6503274747344427, 0.6502968589315453, 0.6502815510300968, 0.6502738970793723, 0.6502700701040103, 0.6502681566163291]","[0.574182844030602, 0.6502662431286481, 0.6502662431286481, 0.6502662431286481, 0.6502662431286481, 0.6502662431286481, 0.6502662431286481, 0.6502662431286481, 0.6502662431286481, 0.6502662431286481, 0.6502662431286481, 0.6502662431286481, 0.6502662431286481, 0.6502662431286481, 0.6502662431286481]"
63,0.0,3.550341170443843e-07,"[0.7047109534464715, 0.6750688393062956, 0.6604975400355189, 0.6532118904001304, 0.6495690655824362, 0.647747653173589, 0.6468369469691654, 0.6463815938669537, 0.6461539173158477, 0.6460400790402948, 0.6459831599025183, 0.6459547003336301, 0.645940470549186, 0.645933355656964, 0.645929798210853]","[0.5540511652208987, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419, 0.6459262407647419]"
64,0.0,3.6307086333666043e-07,"[0.73930564574979, 0.6693174265593294, 0.6513853939101626, 0.6424193775855792, 0.6379363694232875, 0.6356948653421416, 0.6345741133015687, 0.6340137372812822, 0.633733549271139, 0.6335934552660674, 0.6335234082635316, 0.6334883847622637, 0.6334708730116297, 0.6334621171363127, 0.6334577391986542]","[0.5976637535928131, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957, 0.6334533612609957]"
65,0.0,2.729833553003043e-07,"[0.5811957794200678, 0.5574306419105455, 0.5455480731557844, 0.5422619091979219, 0.5407920949897348, 0.5400571878856412, 0.5396897343335944, 0.5395060075575709, 0.5394141441695592, 0.5393682124755534, 0.5393452466285504, 0.539333763705049, 0.5393280222432983, 0.5393251515124229]","[0.5336655044010232, 0.5336655044010232, 0.5336655044010232, 0.5393222807815475, 0.5393222807815475, 0.5393222807815475, 0.5393222807815475, 0.5393222807815475, 0.5393222807815475, 0.5393222807815475, 0.5393222807815475, 0.5393222807815475, 0.5393222807815475, 0.5393222807815475]"
66,0.0,3.4651666645811527e-07,"[0.7218547700809623, 0.6969921424448765, 0.6933532096497286, 0.6915337432521546, 0.6906240100533674, 0.690169143453974, 0.6899417101542772, 0.6898279935044289, 0.6897711351795047, 0.6897427060170426, 0.6897284914358115, 0.689721384145196, 0.6897178304998883, 0.6897160536772343, 0.6897151652659074]","[0.6519536826197921, 0.6897142768545804, 0.6897142768545805, 0.6897142768545805, 0.6897142768545805, 0.6897142768545805, 0.6897142768545805, 0.6897142768545805, 0.6897142768545805, 0.6897142768545805, 0.6897142768545805, 0.6897142768545805, 0.6897142768545805, 0.6897142768545805, 0.6897142768545805]"
67,0.0,3.0392448564124354e-07,"[0.6718866256536593, 0.6521622607607666, 0.6458304527413079, 0.6426645487315786, 0.641081596726714, 0.6402901207242816, 0.6398943827230654, 0.6396965137224574, 0.6395975792221533, 0.6395481119720013, 0.6395233783469253, 0.6395110115343873, 0.6395048281281184, 0.6395017364249839]","[0.6234372346794723, 0.6394986447218494, 0.6394986447218494, 0.6394986447218494, 0.6394986447218494, 0.6394986447218494, 0.6394986447218494, 0.6394986447218494, 0.6394986447218494, 0.6394986447218494, 0.6394986447218494, 0.6394986447218494, 0.6394986447218494, 0.6394986447218494]"
68,0.0,2.601757000431135e-07,"[0.5329213255578628, 0.52145028159021, 0.5157147596063836, 0.5128469986144704, 0.5114131181185138, 0.5106961778705355, 0.5103377077465463, 0.5101584726845517, 0.5100688551535544, 0.5100240463880558, 0.5100016420053065, 0.5099904398139318, 0.5099848387182445, 0.5099820381704009]","[0.5099792376225571, 0.5099792376225571, 0.5099792376225571, 0.5099792376225571, 0.5099792376225571, 0.5099792376225571, 0.5099792376225571, 0.5099792376225571, 0.5099792376225571, 0.5099792376225571, 0.5099792376225571, 0.5099792376225571, 0.5099792376225571, 0.5099792376225571]"
69,0.0,3.3641542134569337e-07,"[0.6998399151112651, 0.6655482026660768, 0.6567112354415335, 0.6533186539512933, 0.6519369012572794, 0.6516210619370356, 0.6514631422769137, 0.6513841824468527, 0.6513447025318223, 0.6513249625743072, 0.6513150925955494, 0.6513101576061706, 0.6513076901114813, 0.6513064563641365, 0.6513058394904642]","[0.5784712970971391, 0.6363622651634521, 0.649926072461053, 0.649926072461053, 0.6513052226167918, 0.6513052226167918, 0.6513052226167918, 0.6513052226167918, 0.6513052226167918, 0.6513052226167918, 0.6513052226167918, 0.6513052226167918, 0.6513052226167918, 0.6513052226167918, 0.6513052226167918]"
70,0.0,3.6044013310835745e-07,"[0.8056805193500303, 0.7903312912248905, 0.7836388293406366, 0.7820119297890319, 0.7811984800132294, 0.7807917551253284, 0.7805883926813778, 0.7804867114594024, 0.7804358708484147, 0.780410450542921, 0.7803977403901741, 0.7803913853138006, 0.7803882077756139, 0.7803866190065205, 0.7803858246219739]","[0.7749820630997505, 0.7749820630997505, 0.7803850302374272, 0.7803850302374272, 0.7803850302374272, 0.7803850302374272, 0.7803850302374272, 0.7803850302374272, 0.7803850302374272, 0.7803850302374272, 0.7803850302374272, 0.7803850302374272, 0.7803850302374272, 0.7803850302374272, 0.7803850302374272]"
71,0.0,3.5335093131345895e-07,"[0.7667124357478203, 0.760156618086002, 0.7568787092550927, 0.7552397548396381, 0.754420277631911, 0.7540105390280473, 0.7538056697261155, 0.7537032350751495, 0.7536520177496665, 0.7536264090869251, 0.7536136047555544, 0.753607202589869, 0.7536040015070262, 0.7536024009656049, 0.7536016006948942]","[0.7536008004241836, 0.7536008004241836, 0.7536008004241836, 0.7536008004241836, 0.7536008004241836, 0.7536008004241836, 0.7536008004241836, 0.7536008004241836, 0.7536008004241836, 0.7536008004241836, 0.7536008004241836, 0.7536008004241836, 0.7536008004241836, 0.7536008004241836, 0.7536008004241836]"
72,0.0,3.506227057121338e-07,"[0.7605003496843855, 0.7454630008746048, 0.7379443264697143, 0.734184989267269, 0.7323053206660465, 0.7313654863654352, 0.7308955692151295, 0.7306606106399768, 0.7305431313524003, 0.7304843917086121, 0.7304550218867181, 0.7304403369757709, 0.7304329945202974, 0.7304293232925606, 0.7304274876786923]","[0.7304256520648239, 0.7304256520648239, 0.7304256520648239, 0.7304256520648239, 0.7304256520648239, 0.7304256520648239, 0.7304256520648239, 0.7304256520648239, 0.7304256520648239, 0.7304256520648239, 0.7304256520648239, 0.7304256520648239, 0.7304256520648239, 0.7304256520648239, 0.7304256520648239]"
73,0.0,3.552666506535749e-07,"[0.361045499262179, 0.3436175785363512, 0.3390932144936375, 0.33832708546780266, 0.3379440209548853, 0.33775248869842656, 0.33765672257019724, 0.33760883950608256, 0.33758489797402524, 0.33757292720799653, 0.3375669418249822, 0.33756394913347504, 0.33756245278772146, 0.3375617046148447]","[0.29130576254052915, 0.327096085476337, 0.3375609564419679, 0.3375609564419679, 0.3375609564419679, 0.3375609564419679, 0.3375609564419679, 0.3375609564419679, 0.3375609564419679, 0.3375609564419679, 0.3375609564419679, 0.3375609564419679, 0.3375609564419679, 0.3375609564419679]"
74,0.0,3.50516988836645e-07,"[0.7126475882959169, 0.67524387545605, 0.6663705566657576, 0.6619338972706115, 0.6599349220060127, 0.6594876155800826, 0.6592639623671177, 0.6591521357606351, 0.659096222457394, 0.6590682658057734, 0.659054287479963, 0.6590472983170579, 0.6590438037356052, 0.6590420564448789, 0.6590411827995158]","[0.6311047406603278, 0.6574972378754653, 0.6574972378754653, 0.6574972378754653, 0.6590403091541527, 0.6590403091541527, 0.6590403091541527, 0.6590403091541527, 0.6590403091541527, 0.6590403091541527, 0.6590403091541527, 0.6590403091541527, 0.6590403091541527, 0.6590403091541527, 0.6590403091541527]"
75,0.0,3.009563598313543e-07,"[0.5811100380502295, 0.5553005407237028, 0.5457849010374378, 0.5425837564388505, 0.5409831841395569, 0.54018289798991, 0.5397827549150866, 0.5395826833776748, 0.5394826476089689, 0.5394326297246159, 0.5394076207824395, 0.5393951163113514, 0.5393888640758071, 0.5393857379580351]","[0.4425573701395122, 0.5310041548478399, 0.5393826118402631, 0.5393826118402631, 0.5393826118402631, 0.5393826118402631, 0.5393826118402631, 0.5393826118402631, 0.5393826118402631, 0.5393826118402631, 0.5393826118402631, 0.5393826118402631, 0.5393826118402631, 0.5393826118402631]"
76,0.0,3.5056114260214937e-07,"[0.7686538487995085, 0.7395580383040239, 0.7250101330562815, 0.7177361804324104, 0.7140992041204749, 0.7122807159645069, 0.7113714718865232, 0.7109168498475313, 0.7106895388280353, 0.7105758833182872, 0.7105190555634132, 0.7104906416859763, 0.7104764347472579, 0.7104693312778986, 0.7104657795432189]","[0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393, 0.7104622278085393]"
77,0.0,0.10337542542300424,"[0.6943404787254448, 0.6943404787254448, 0.6943404787254447, 0.6943404787254447, 0.6943404787254447, 0.6943404787254447, 0.6943404787254447, 0.6943404787254447, 0.6943404787254447, 0.6943404787254447, 0.6943404787254447, 0.6943404787254447, 0.6943404787254447, 0.6943404787254447, 0.6943404787254447]","[0.6943404787254448, 0.6943404787254448, 0.6943404787254448, 0.6943404787254448, 0.6943404787254448, 0.6943404787254448, 0.6943404787254448, 0.6943404787254448, 0.6943404787254448, 0.6943404787254448, 0.6943404787254448, 0.6943404787254448, 0.6943404787254448, 0.6943404787254448, 0.6943404787254448]"
78,0.0,3.3663129833033127e-07,"[0.7079816676182847, 0.6806082698558147, 0.6739113550595821, 0.6705628976614658, 0.6688886689624076, 0.6680515546128785, 0.667632997438114, 0.6674237188507317, 0.6673190795570405, 0.667266759910195, 0.6672406000867722, 0.6672275201750609, 0.6672209802192051, 0.6672177102412773, 0.6672160752523134]","[0.6483736134442755, 0.6672144402633495, 0.6672144402633495, 0.6672144402633495, 0.6672144402633495, 0.6672144402633495, 0.6672144402633495, 0.6672144402633495, 0.6672144402633495, 0.6672144402633495, 0.6672144402633495, 0.6672144402633495, 0.6672144402633495, 0.6672144402633495, 0.6672144402633495]"
79,0.0,3.0551648680477644e-07,"[0.6272547643418586, 0.5827451623328135, 0.567945805185777, 0.5617517978377511, 0.5600527819050496, 0.559203273938699, 0.5587785199555235, 0.5585661429639359, 0.558459954468142, 0.5584068602202451, 0.5583803130962967, 0.5583670395343224, 0.5583604027533353, 0.5583570843628418]","[0.5114958477900888, 0.5531464480387406, 0.5531464480387406, 0.5583537659723482, 0.5583537659723482, 0.5583537659723482, 0.5583537659723482, 0.5583537659723482, 0.5583537659723482, 0.5583537659723482, 0.5583537659723482, 0.5583537659723482, 0.5583537659723482, 0.5583537659723482]"
80,0.0,4.567296450472946e-07,"[0.48997227750472955, 0.4856078965537274, 0.4837956715492873, 0.48288955904706743, 0.4824365027959574, 0.4822099746704024, 0.48209671060762493, 0.4820400785762362, 0.4820117625605418, 0.4819976045526946, 0.481990525548771, 0.48198698604680923, 0.48198521629582836, 0.4819843314203379]","[0.4691606213626087, 0.4819834465448474, 0.4819834465448474, 0.4819834465448474, 0.4819834465448474, 0.4819834465448474, 0.4819834465448474, 0.4819834465448474, 0.4819834465448474, 0.4819834465448474, 0.4819834465448474, 0.4819834465448474, 0.4819834465448474, 0.4819834465448474]"
81,0.0,4.1919342309042597e-07,"[0.4121541541163969, 0.38593814530172293, 0.37789325791821865, 0.37696057629810287, 0.376494235488045, 0.37626106508301604, 0.37614447988050154, 0.37608618727924426, 0.3760570409786157, 0.3760424678283014, 0.3760351812531442, 0.37603153796556565, 0.3760297163217764, 0.37602880549988177]","[0.359722136487049, 0.359722136487049, 0.37602789467798714, 0.37602789467798714, 0.37602789467798714, 0.37602789467798714, 0.37602789467798714, 0.37602789467798714, 0.37602789467798714, 0.37602789467798714, 0.37602789467798714, 0.37602789467798714, 0.37602789467798714, 0.37602789467798714]"
82,0.0,3.6627997896504994e-07,"[0.8084382373403073, 0.7929495502726299, 0.7852052067387912, 0.7813330349718719, 0.7793969490884123, 0.7784289061466824, 0.7779448846758175, 0.777702873940385, 0.7775818685726689, 0.7775213658888107, 0.7774911145468817, 0.7774759888759172, 0.7774684260404349, 0.7774646446226937, 0.7774627539138232]","[0.7774608632049524, 0.7774608632049524, 0.7774608632049524, 0.7774608632049524, 0.7774608632049524, 0.7774608632049524, 0.7774608632049524, 0.7774608632049524, 0.7774608632049526, 0.7774608632049526, 0.7774608632049526, 0.7774608632049526, 0.7774608632049526, 0.7774608632049526, 0.7774608632049526]"
83,0.0,3.083062443432947e-07,"[0.6908171027445642, 0.6793606224731081, 0.67363238233738, 0.6707682622695161, 0.6693362022355841, 0.6686201722186181, 0.6682621572101352, 0.6680831497058937, 0.6679936459537729, 0.6679488940777125, 0.6679265181396823, 0.6679153301706672, 0.6679097361861597, 0.667906939193906]","[0.6679041422016521, 0.6679041422016521, 0.6679041422016521, 0.6679041422016521, 0.6679041422016521, 0.6679041422016521, 0.6679041422016521, 0.6679041422016521, 0.6679041422016521, 0.6679041422016521, 0.6679041422016521, 0.6679041422016521, 0.6679041422016521, 0.6679041422016521]"
84,0.0,2.868663788803058e-07,"[0.6027702105467361, 0.5811508710111634, 0.573707620034532, 0.5699859945462162, 0.5681251818020584, 0.5671947754299794, 0.56672957224394, 0.5664969706509202, 0.5663806698544104, 0.5663225194561554, 0.5662934442570281, 0.5662789066574643, 0.5662716378576824, 0.5662680034577914]","[0.5463461184532776, 0.5662643690579006, 0.5662643690579006, 0.5662643690579006, 0.5662643690579006, 0.5662643690579006, 0.5662643690579006, 0.5662643690579006, 0.5662643690579006, 0.5662643690579006, 0.5662643690579006, 0.5662643690579006, 0.5662643690579006, 0.5662643690579006]"
85,0.0,3.3344852464690236e-07,"[0.7091238711368661, 0.695336355823582, 0.6923179578624733, 0.6908087588819188, 0.6900541593916417, 0.689676859646503, 0.6894882097739337, 0.6893938848376492, 0.6893467223695068, 0.6893231411354357, 0.6893113505184001, 0.6893054552098823, 0.6893025075556234, 0.6893010337284939, 0.6893002968149291]","[0.6795980253750172, 0.6892995599013645, 0.6892995599013645, 0.6892995599013645, 0.6892995599013645, 0.6892995599013645, 0.6892995599013645, 0.6892995599013645, 0.6892995599013645, 0.6892995599013645, 0.6892995599013645, 0.6892995599013645, 0.6892995599013645, 0.6892995599013645, 0.6892995599013645]"
86,0.0,3.0222696077697656e-07,"[0.6538604260324736, 0.6415394384739337, 0.6374340332611809, 0.6363707277628996, 0.6358390750137589, 0.6355732486391885, 0.6354403354519034, 0.6353738788582608, 0.6353406505614395, 0.6353240364130288, 0.6353157293388234, 0.6353115758017208, 0.6353094990331695, 0.6353084606488938]","[0.6127215771519083, 0.6316767931769817, 0.6353074222646182, 0.6353074222646182, 0.6353074222646182, 0.6353074222646182, 0.6353074222646182, 0.6353074222646182, 0.6353074222646182, 0.6353074222646182, 0.6353074222646182, 0.6353074222646182, 0.6353074222646182, 0.6353074222646182]"
87,0.0,0.045145354825695774,"[0.6447044649917166, 0.6397066964662055, 0.6397066964662055, 0.6397066964662055, 0.6397066964662054, 0.6397066964662054, 0.6397066964662054, 0.6397066964662054, 0.6397066964662054, 0.6397066964662054, 0.6397066964662054, 0.6397066964662054, 0.6397066964662054, 0.6397066964662054]","[0.6313814429756262, 0.6397066964662055, 0.6397066964662055, 0.6397066964662055, 0.6397066964662055, 0.6397066964662055, 0.6397066964662055, 0.6397066964662055, 0.6397066964662055, 0.6397066964662055, 0.6397066964662055, 0.6397066964662055, 0.6397066964662055, 0.6397066964662055]"
88,0.0,4.910358310478127e-07,"[0.4955302942059874, 0.4676122796087131, 0.453653272310076, 0.44667376866075736, 0.44318401683609815, 0.44143914092376846, 0.4405667029676037, 0.44013048398952126, 0.43991237450048004, 0.43980331975595943, 0.4397487923836991, 0.439721528697569, 0.43970789685450395, 0.43970108093297133]","[0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388, 0.4396942650114388]"
89,0.0,3.7905847198484756e-07,"[0.761771107282513, 0.727203941091367, 0.709920357995794, 0.7012785664480077, 0.6969576706741144, 0.6947972227871677, 0.6937169988436944, 0.6931768868719577, 0.6929068308860895, 0.6927718028931553, 0.6927042888966882, 0.6926705318984547, 0.6926536533993378, 0.6926452141497794, 0.6926409945250003]","[0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211, 0.6926367749002211]"
